Ano de exibição,Título da obra,Público no ano de exibição,Renda (R$) no ano de exibição,Gênero
2014,Livrai-nos do Mal,905096.0,10120835.72,Ficção
2014,Longwave - Nas Ondas da Revolução,1459.0,19738.21,Ficção
2014,Lore,3978.0,26117.5,Ficção
2014,Los Nobles: Quando os Ricos Quebram a Cara,1332.0,15157.5,Ficção
2014,Love Story - Uma História de Amor,1379.0,10549.1,Ficção
2014,Lovelace,46.0,403.45,Ficção
2014,Lucy,1784275.0,21766342.21,Ficção
2014,Lunchbox,20729.0,274759.07,Ficção
2014,Madame Satã,32.0,164.0,Ficção
2014,Made in China,381782.0,4171162.46,Ficção
2014,Magia ao Luar,240026.0,3674654.89,Ficção
2014,Mais um Ano,2356.0,17274.0,Ficção
2014,Malévola,5755409.0,73643412.0,Ficção
2014,Mapas para as Estrelas,1284.0,15154.66,Ficção
2014,Marina,12761.0,174572.79,Ficção
2014,Mataram meu Irmão,192.0,1598.34,Documentário
2014,Maze Runner - Correr ou Morrer,1564569.0,17953933.0,Ficção
2014,Medos Privados em Lugares Públicos,674.0,8240.0,Ficção
2014,Memórias de Salinger,847.0,10407.45,Documentário
2014,Meninos da Vila - A Magia dos Santos,35.0,393.22,Documentário
2014,Meninos de Kichute,1974.0,17755.98,Ficção
2014,Menos Que Nada,39.0,100.0,Ficção
2014,Mentiras Sinceras,200.0,1260.0,Documentário
2014,Mesmo se Nada der Certo,120528.0,1896170.52,Ficção
2014,Meteora,4652.0,65153.0,Ficção
2014,Meu malvado favorito 2,7995.0,36980.49,Animação
2014,Meu Passado me Condena,2976.0,23966.98,Ficção
2014,Meu pé de laranja-lima,1178.0,6300.0,Ficção
2014,Michael Kohlhaas - Justiça e Honra,2293.0,31875.4,Ficção
2014,Mil Vezes Boa Noite,44745.0,564427.47,Ficção
2014,Minha Irmã,1313.0,6232.75,Ficção
2014,Minhocas,37527.0,312543.0,Animação
2014,Minutos Atrás,860.0,8530.29,Ficção
2014,Miss Violence,10747.0,101312.0,Ficção
2014,Mommy,13055.0,173942.96,Ficção
2014,Monty Phyton e o Sentido da Vida,4292.0,56113.8,Ficção
2014,Morro dos Prazeres,793.0,8588.63,Documentário
2014,Muita calma nessa hora 2,1429862.0,15888595.19,Ficção
2014,Mulheres ao Ataque,512308.0,6073276.0,Ficção
2014,Mundo invisível,200.0,1000.0,Ficção
2014,Mão na Luva,740.0,9678.4,Ficção
2014,Na quadrada das águas perdidas,64.0,501.0,Ficção
2014,Na Quebrada,253762.0,2932914.29,Ficção
2014,Namoro ou Liberdade?,281780.0,3379555.0,Ficção
2014,Nascido para Matar,3330.0,29210.0,Ficção
2014,Nebraska,29273.0,425323.18,Ficção
2014,Need for Speed - O filme,592431.0,7829526.0,Ficção
2014,Ninfomaníaca,262906.0,3340706.79,Ficção
2014,Ninfomaníaca II,100039.0,1294477.68,Ficção
2014,No Limite do Amanhã,772526.0,9987535.0,Ficção
2014,No Olho do Tornado,460167.0,5344625.0,Ficção
2014,Noites de reis,35.0,100.0,Ficção
2014,Nove crônicas para um coração aos berros,100.0,754.0,Ficção
2014,November Man - Um Espião Nunca Morre,76055.0,963326.33,Ficção
2014,Noé,4887284.0,68477613.0,Ficção
2014,Não Aceitamos Devoluções,28823.0,379123.6,Ficção
2014,Não Pare na Pista: A Melhor História de Paulo Coelho,94145.0,1143063.46,Ficção
2014,Nós Somos as Melhores,3963.0,52234.03,Ficção
2014,O Abismo Prateado,105.0,646.0,Ficção
2014,O Abutre,53717.0,869367.74,Ficção
2014,O Amor é um Crime Perfeito,9771.0,120352.16,Ficção
2014,O Apocalipse,632010.0,6910599.52,Ficção
2014,O Batismo,974.0,10162.0,Ficção
2014,O Candidato Honesto,2237537.0,24825913.62,Ficção
2014,O capital,347.0,4497.0,Ficção
2014,O Casamento de Gorete,91611.0,992902.8,Ficção
2014,O Casamento de May,6405.0,81988.05,Ficção
2014,O Ciúme,15395.0,196411.26,Ficção
2014,O Congresso Futurista,3732.0,49883.63,Animação
2014,O Crítico,6202.0,79430.5,Ficção
2014,O Céu de Suely,12.0,48.0,Ficção
2014,O Céu é de Verdade,17623.0,237948.51,Ficção
2014,O Doador de Memórias,573704.0,6639873.79,Ficção
2014,O Enigma Chinês,27726.0,425556.4,Ficção
2014,O Espelho,151639.0,1923894.57,Ficção
2014,O Espetacular Homem Aranha 2,4100615.0,55227320.56,Ficção
2014,O Estudante (2014),10613.0,128546.02,Ficção
2014,O Exercício do Caos,21.0,115.0,Ficção
2014,O Fantástico Mundo de Juan Orol,260.0,3158.49,Ficção
2014,O Filho de Deus,104069.0,1247887.45,Ficção
2014,O Físico,95600.0,1322920.04,Ficção
2014,O Gebo e a Sombra,3811.0,39406.92,Ficção
2014,O grande Gatsby,40.0,329.0,Ficção
2014,O Grande Herói,98884.0,1311282.23,Ficção
2014,O Grande Hotel Budapeste,335085.0,5328682.0,Ficção
2014,O Grande Kilapy,118.0,1272.0,Ficção
2014,O Grande Mestre,8845.0,129237.29,Ficção
2014,O Herdeiro do Diabo,312823.0,3792942.0,Ficção
2014,O Hobbit: A Batalha dos Cinco Exércitos,3102309.0,44141564.0,Ficção
2014,O hobbit: a Desolação de Smaug,466394.0,6310041.0,Ficção
2014,O Hobbit: Uma jornada inesperada,2735.0,34391.0,Ficção
2014,O Homem das Multidões,11376.0,131772.4,Ficção
2014,O Homem Duplicado,34915.0,459800.5,Ficção
2014,O Homem Mais Procurado,37641.0,616899.29,Ficção
2014,O homem que ri,73.0,637.0,Ficção
2014,O Iluminado,3691.0,33943.5,Ficção
2014,O Inventor de Jogos,55969.0,746409.0,Ficção
2014,O Juiz,425887.0,5855429.0,Ficção
2014,O lado bom da vida,17.0,40.0,Ficção
2014,O Lobo Atrás da Porta,26261.0,343312.94,Ficção
2014,O lobo de Wall Street,1069524.0,14683025.29,Ficção
2014,O lugar onde tudo termina,161.0,1763.0,Ficção
2014,O Melhor de Mim,118073.0,1468263.21,Ficção
2014,O Melhor Lance,40380.0,620034.01,Ficção
2014,O Menino e o Mundo,33978.0,333562.83,Animação
2014,O Menino no Espelho,22794.0,222900.21,Ficção
2014,O Mensageiro (2014),8680.0,159533.34,Ficção
2014,O Mercado de Notícias,13309.0,152582.21,Documentário
2014,O Mordomo da Casa Branca,4754.0,40508.59,Ficção
2014,O Mundo Encantado de Gigi,107.0,408.0,Animação
2014,O Médico Alemão,18439.0,235443.63,Ficção
2014,O Olhar Invisível,104.0,829.0,Ficção
2014,O Palácio Francês,14955.0,202686.28,Ficção
2014,O Passado,18895.0,271501.6,Ficção
2014,O Pequeno Fugitivo,3426.0,45796.86,Ficção
2014,O Poderoso Chefão,14252.0,132253.0,Ficção
2014,O Poderoso Chefão: Parte II,5694.0,51366.0,Ficção
2014,O Protetor,706374.0,8882876.66,Ficção
2014,O quarteto,37.0,308.0,Ficção
2014,O que os Homens Falam,94812.0,1284203.1,Ficção
2014,O que Será de Nozes?,242343.0,2737393.5,Animação
2014,O que traz boas novas,731.0,6534.0,Ficção
2014,O Rei Leão 3D,386.0,1555.0,Animação
2014,O Renascimento do Parto - O filme,1110.0,10111.45,Documentário
2014,O Segredo dos Diamantes,4539.0,53870.09,Ficção
2014,O Senhor do Labirinto,1719.0,21264.82,Ficção
2014,O Senhor dos Anéis - A Sociedade do Anel,674.0,4100.0,Ficção
2014,O Senhor dos Anéis - As Duas Torres,604.0,3853.0,Ficção
2014,O Senhor dos Anéis - O Retorno do Rei,520.0,3275.0,Ficção
2014,O Som ao Redor,642.0,6455.76,Ficção
2014,O Tempo e o Vento,80.0,905.74,Ficção
2014,O Teorema Zero,10939.0,169422.34,Ficção
2014,O Vento lá Fora,2563.0,33877.0,Documentário
2014,O Verão do Skylab,258.0,2542.41,Ficção
2014,O Último Amor de Mr. Morgan,31453.0,396272.1,Ficção
2014,O Último Concerto,14929.0,183630.83,Ficção
2014,Obsessão,7.0,56.0,Ficção
2014,Oldboy – Dias de Vingança,5237.0,73934.37,Ficção
2014,Olho Nu,8998.0,100929.13,Documentário
2014,Operação Big Hero,1120786.0,14466994.0,Animação
2014,Operação Sombra: Jack Ryan,329047.0,4092733.0,Ficção
2014,Operários da Bola,175.0,1942.42,Documentário
2014,Os 47 Ronins,536918.0,7414591.81,Ficção
2014,Os amantes passageiros,76.0,477.75,Ficção
2014,Os Amigos,5166.0,66061.81,Ficção
2014,Os Belos Dias,6064.0,54402.94,Ficção
2014,Os Boxtrolls,308449.0,3853496.21,Animação
2014,Os Caras de Pau em o Misterioso Roubo do Anel,650700.0,7964906.08,Ficção
2014,Os Caça-fantasmas,6097.0,50613.0,Ficção
2014,Os Contos de Canterbury,158.0,1910.0,Ficção
2014,Os Croods,2746.0,12795.0,Animação
2014,Os Dias com Ele,1040.0,12107.17,Documentário
2014,Os Embalos de Sábado à Noite,6121.0,49559.0,Ficção
2014,Os Filhos do Padre,30595.0,395216.8,Ficção
2014,Os Homens são de Marte... E é para lá que eu vou,1793239.0,21750981.39,Ficção
2014,Os Mercenários 3,2108500.0,24583284.69,Ficção
2014,Os Muppets 2 – Procurados e Amados,61425.0,631498.0,Ficção
2014,Os Pássaros,4214.0,50668.0,Ficção
2014,Os sabores do Palácio,256.0,2775.5,Ficção
2014,Os Suspeitos,90.0,760.0,Ficção
2014,"Oslo, 31 de agosto",3939.0,44783.86,Ficção
2014,Ouija - O Jogo dos Espíritos,390150.0,4632299.62,Ficção
2014,Ozualdo Candeias e o Cinema,258.0,1489.0,Documentário
2014,Pais e Filhos,20552.0,273380.58,Ficção
2014,Paixão Inocente,3426.0,45193.89,Ficção
2014,Para Roma com Amor,21.0,362.66,Ficção
2014,Paraíso,6208.0,84088.79,Ficção
2014,Pau Brasil,301.0,3516.04,Ficção
2014,Paulo Moura - Alma Brasileira,18.0,83.5,Documentário
2014,Pedalando com Moliére,930.0,8303.33,Ficção
2014,Peixonauta - Agente Secreto da O.S.T.R.A,5.0,30.0,Animação
2014,Pelo Malo,14367.0,182330.17,Ficção
2014,Pelos Olhos de Maisie,19768.0,243857.17,Ficção
2014,Percy Jackson e o Mar de Monstros,26.0,180.0,Ficção
2014,Philomena,207214.0,2972806.96,Ficção
2014,Pieta,27.0,203.0,Ficção
2014,Planeta dos Macacos: O Confronto,4103679.0,55432956.0,Ficção
2014,Planeta Solitário,1769.0,17254.5,Ficção
2014,Pompeia,779766.0,11741348.0,Ficção
2014,Por que você partiu?,200.0,800.0,Documentário
2014,Por uma Mulher,5873.0,71362.83,Ficção
2014,Pra lá do mundo,19.0,116.0,Documentário
2014,Praia do Futuro,133022.0,1727610.85,Ficção
2014,Preenchendo o vazio,170.0,1450.5,Ficção
2014,Prenda-me,9539.0,125425.54,Ficção
2014,Procurando Nemo,155.0,617.0,Animação
2014,Profissão de Risco,11832.0,166261.64,Ficção
2014,Pulp Fiction,17804.0,158510.36,Ficção
2014,Qual o Nome do Bebê?,283.0,1962.0,Ficção
2014,Quando Eu Era Vivo,7689.0,86597.32,Ficção
2014,Quanto Mais Quente Melhor,3549.0,31181.62,Ficção
2014,Que Estranho Chamar-se Federico,11083.0,149187.8,Ficção
2014,Queen Rock Montreal,278.0,6474.0,Videomusical
2014,Quem se Importa?,200.0,800.0,Documentário
2014,"Querida, vou comprar cigarros e já volto",134.0,1103.0,Ficção
2014,Quero Matar Meu Chefe 2,563260.0,6896653.0,Ficção
2014,Questão de Escolha,34361.0,365553.09,Ficção
2014,Questão de Tempo,40325.0,505931.5,Ficção
2014,Refém da Paixão,20160.0,391898.0,Ficção
2014,Reino escondido,1599.0,13899.0,Animação
2014,Relatos Selvagens,305793.0,4571355.0,Ficção
2014,Remar é...,91.0,903.0,Documentário
2014,Renoir,592.0,5241.0,Ficção
2014,Repare Bem,84.0,586.0,Documentário
2014,Rio 2,5212811.0,63901920.0,Animação
2014,Rio em Chamas,970.0,4875.0,Documentário
2014,"Rio, Eu te Amo",98990.0,1239716.0,Ficção
2014,Riocorrente,3970.0,51295.98,Ficção
2014,Ritos de Passagem,966.0,5224.5,Animação
2014,Robocop,2816772.0,33468464.81,Ficção
2014,Rodência e o Dente da Princesa,28951.0,379618.25,Animação
2014,Rota de Fuga,115.0,580.0,Ficção
2014,Run & Jump,668.0,9644.12,Ficção
2014,S. O. S. Mulheres ao Mar,1776579.0,20732500.0,Ficção
2014,Saint Laurent,30598.0,462077.34,Ficção
2014,Sangue Ruim,2420.0,26943.05,Ficção
2014,"Satyrianas, 78horas em 78 min",23.0,125.0,Documentário
2014,Scarface,4482.0,41734.0,Ficção
2014,Se Eu Ficar,577153.0,6434934.0,Ficção
2014,Se Fazendo de Morto,150.0,1089.5,Ficção
2014,Sejam muito bem-vindos,129.0,1271.55,Ficção
2014,Sem Escalas,903041.0,10596856.19,Ficção
2014,Sem Evidências,18015.0,298682.74,Ficção
2014,Sem Pena,7212.0,93159.48,Documentário
2014,Sementes do Nosso Quintal,2192.0,21416.16,Documentário
2014,Separados pelo Inverno,701.0,7390.0,Ficção
2014,Serra Pelada,79.0,395.0,Ficção
2014,Será Que?,47678.0,587231.44,Ficção
2014,Setenta,1249.0,17330.87,Documentário
2014,Sex Tape: Perdido na Nuvem,342572.0,4311726.35,Ficção
2014,Silent Hill - Revelação 3D,284.0,2109.0,Ficção
2014,Simone,291.0,2510.0,Ficção
2014,Simplesmente uma mulher,407.0,4032.0,Ficção
2014,Sin City 2: A Dama Fatal,86010.0,1304633.38,Ficção
2014,Singularidades de uma rapariga loira,71.0,353.0,Ficção
2014,Slovenian Girl,37.0,450.0,Ficção
2014,Sob a Pele,19547.0,288617.77,Ficção
2014,Sobre Sete Ondas Verdes Espumantes,1071.0,5941.0,Documentário
2014,Sobrenatural: Capítulo 2,2336.0,18924.5,Ficção
2014,Sobrevivente,4056.0,57789.04,Ficção
2014,Sobrevivente Urbano,366.0,4156.0,Ficção
2014,Sobrevivi ao Holocausto,1699.0,22981.07,Documentário
2014,Somos o que Somos,1689.0,12090.0,Ficção
2014,Sopro,1253.0,5683.0,Documentário
2014,Star Wars: Episódio I – A ameaça fantasma,593.0,7751.0,Ficção
2014,Star Wars: Episódio III - A Vingança dos Sith,372.0,5639.0,Ficção
2014,Star Wars: The Clone Wars,566.0,6352.0,Animação
2014,Sudoeste,69.0,471.0,Ficção
2014,São Silvestre,917.0,8508.98,Documentário
2014,Sétimo,51807.0,751340.0,Ficção
2014,Tabu,1827.0,15068.3,Ficção
2014,Tango Livre,7783.0,92907.35,Ficção
2014,Tanta água,651.0,4574.24,Ficção
2014,Tarja Branca,14892.0,193057.4,Documentário
2014,Tarzan,901617.0,11868162.44,Animação
2014,Tatuagem,14209.0,104735.35,Ficção
2014,Taxi Driver,9843.0,87236.0,Ficção
2014,Terra firme,656.0,5732.8,Ficção
2014,Tese sobre um homicídio,128.0,1280.6,Ficção
2014,The Rover - A Caçada,10173.0,139967.63,Ficção
2014,Thor 2 - O Mundo Sombrio,11803.0,135326.0,Ficção
2014,Tim Lopes – História de Arcanjo,1676.0,21160.31,Documentário
2014,Tim Maia,776824.0,10254202.77,Ficção
2014,Time Show de Bola,6255.0,33774.0,Animação
2014,Tinker Bell - Fadas e Piratas,429787.0,5537831.0,Animação
2014,Tinker Bell e o Segredo das Fadas,1670.0,15816.0,Animação
2014,Todos os Dias,5977.0,70584.74,Ficção
2014,Tomboy,202.0,2277.0,Ficção
2014,Toque de mestre,29712.0,433400.32,Ficção
2014,Touro Indomável,1783.0,15769.5,Ficção
2014,Trampolim do Forte,625.0,4943.27,Ficção
2014,Transcendence – A Revolução,300356.0,3904643.94,Ficção
2014,Transformers: A Era da Extinção,4587292.0,61735174.0,Ficção
2014,Trapaça,633395.0,8978771.34,Ficção
2014,Trash - A Esperança vem do Lixo,259247.0,3040736.35,Ficção
2014,Trem Noturno para Lisboa,27602.0,282409.55,Ficção
2014,Trinta,21549.0,283856.0,Ficção
2014,Triângulo amoroso,113.0,731.0,Ficção
2014,Tudo Acontece em Nova York,14119.0,184952.48,Ficção
2014,Tudo ficará bem,39.0,225.0,Ficção
2014,Tudo por Justiça,43092.0,674464.56,Ficção
2014,Tudo por um Furo,68971.0,820959.0,Ficção
2014,Turbo,718.0,2709.0,Animação
2014,Tá chovendo hambúrguer 2,1895.0,12310.5,Animação
2014,Um Amor de Vizinha,60851.0,847685.19,Ficção
2014,Um Amor em Paris,28422.0,349520.7,Ficção
2014,Um Belo Domingo,6551.0,83590.49,Ficção
2014,Um Castelo na Itália,2699.0,26088.97,Ficção
2014,Um conto chinês,220.0,1731.0,Ficção
2014,Um Conto do Destino,52195.0,586960.0,Ficção
2014,Um Corpo que Cai,8177.0,89430.03,Ficção
2014,Um Episódio na Vida de um Catador de Ferro-velho,851.0,10582.18,Ficção
2014,Um Estranho no Lago,6012.0,64676.02,Ficção
2014,Um Final de Semana em Hyde Park,2637.0,27548.26,Ficção
2014,Um Milhão de Maneiras de Pegar na Pistola,51587.0,600726.52,Ficção
2014,Um Novo Dueto,7652.0,109005.32,Ficção
2014,Um Plano Brilhante,63076.0,877801.63,Ficção
2014,Um Toque de Pecado,1553.0,17916.52,Ficção
2014,Uma Aventura Lego,1035971.0,13476761.0,Animação
2014,Uma dama em Paris,1687.0,10795.45,Ficção
2014,Uma Dose Violenta de Qualquer Coisa,3667.0,37165.79,Ficção
2014,Uma Estranha Amizade,4810.0,49027.04,Ficção
2014,Uma Família em Tóquio,9571.0,68482.62,Ficção
2014,Uma garrafa no mar de Gaza,455.0,3110.0,Ficção
2014,Uma Juíza sem Juízo,9342.0,111604.19,Ficção
2014,Uma Linda Mulher,4063.0,34956.0,Ficção
2014,Uma Lição de Vida,11318.0,139788.51,Ficção
2014,Uma Longa Queda,4079.0,58790.05,Ficção
2014,Uma Longa Viagem (2014),14239.0,236609.0,Ficção
2014,Uma noite,190.0,1549.0,Ficção
2014,Uma Noite de Crime,33.0,300.0,Ficção
2014,Uma Noite de Crime: Anarquia,7400.0,85275.53,Ficção
2014,Uma Nova Chance para Amar,11617.0,187919.66,Ficção
2014,Uma Passagem para Mário,2462.0,14091.52,Documentário
2014,Uma Primavera com minha Mãe,153.0,1810.0,Ficção
2014,Uma Promessa,11726.0,156644.37,Ficção
2014,Uma Relação Delicada,4081.0,44150.3,Ficção
2014,Uma Viagem Extraordinária,14603.0,249271.49,Ficção
2014,Uma Vida Comum,4408.0,39122.5,Ficção
2014,Universidade Monstros,1926.0,16695.0,Animação
2014,Valente,1877.0,16461.0,Animação
2014,Vencer,35.0,420.63,Ficção
2014,Ventos de Agosto,6579.0,76683.42,Ficção
2014,Vermelho Brasil,538.0,6555.01,Ficção
2014,Versos de um Crime,7799.0,113459.5,Ficção
2014,Vestido pra Casar,1258666.0,14756242.84,Ficção
2014,Vic+Flo Viram um Urso,1980.0,18596.59,Ficção
2014,Vidas ao Vento,20147.0,246067.57,Animação
2014,Violeta Foi Para o Céu,200.0,1000.0,Ficção
2014,Violetta – O Show,11969.0,157253.0,Videomusical
2014,Violette,10031.0,119723.97,Ficção
2014,Virgínia,4157.0,53035.41,Ficção
2014,Vitus,106.0,824.0,Ficção
2014,Viva a Liberdade,23863.0,293719.07,Ficção
2014,Vizinhos,476610.0,5799198.0,Ficção
2014,Vovô sem Vergonha,28945.0,266377.0,Ficção
2014,Walesa,4491.0,57193.93,Ficção
2014,Walt nos Bastidores de Mary Poppins,46933.0,816004.0,Ficção
2014,Whiplash - Em busca da perfeição,726.0,8799.75,Ficção
2014,"Winter, O Golfinho 2",58030.0,673649.0,Ficção
2014,Wolverine Imortal,185.0,1082.0,Ficção
2014,X-Men: Dias de um Futuro Esquecido,4923664.0,64417536.0,Ficção
2014,Yves Saint Laurent,44156.0,678485.06,Ficção
2014,Zarafa,43.0,344.0,Animação
2014,Álbum de Família,240174.0,3298303.1,Ficção
2014,À Procura,4923.0,92108.57,Ficção
2014,À Procura do Amor,2746.0,25031.0,Ficção
2014,À Queima Roupa,1372.0,17486.66,Documentário
2014,Êxodo: Deuses e Reis,1539624.0,23276475.0,Ficção
2014,Última Viagem a Vegas,50819.0,699220.02,Ficção
2013,007 – Operação Skyfall,2469.0,18232.0,Ficção
2013,18 comidas,554.0,6581.0,Ficção
2013,2 dias em Nova York,23262.0,342107.58,Ficção
2013,2 mais 2,24294.0,310554.58,Ficção
2013,31 minutos – O filme,2430.0,9720.0,Ficção
2013,5 x Pacificação,1606.0,6404.0,Documentário
2013,7 Dias em Havana,881.0,7574.0,Ficção
2013,A alma da gente,1646.0,17320.65,Documentário
2013,A Arte de Amar,916.0,7300.56,Ficção
2013,A Aventura de Kon Tiki,10653.0,135659.28,Ficção
2013,A Batalha do passinho,2285.0,17781.5,Documentário
2013,A Bela e a Fera 3D,96.0,561.0,Animação
2013,A bela que dorme,12057.0,135778.79,Ficção
2013,A Busca,352914.0,3686889.75,Ficção
2013,A caça,58661.0,740044.97,Ficção
2013,A Cidade é uma Só?,1379.0,14029.58,Documentário
2013,A coleção invisível,7295.0,63074.76,Ficção
2013,A criada,6297.0,82444.0,Ficção
2013,A Dama de Ferro,87.0,1260.84,Ficção
2013,A Dançarina e o Ladrão,9.0,147.0,Ficção
2013,A datilografa,28211.0,339972.78,Ficção
2013,A Entidade,181.0,1121.0,Ficção
2013,A escolha perfeita,1007.0,7004.0,Ficção
2013,A espuma dos dias,49955.0,489777.53,Ficção
2013,A família,158197.0,2046579.43,Ficção
2013,A filha do meu melhor amigo,20194.0,227953.76,Ficção
2013,A Filha do Pai,7231.0,64432.0,Ficção
2013,A Floresta de Jonathas,525.0,5583.83,Ficção
2013,A Fonte das Mulheres,46.0,348.0,Ficção
2013,A Fuga,99473.0,1078200.61,Ficção
2013,A fuga do planeta Terra,160989.0,2093497.5,Animação
2013,A Grande Beleza,24966.0,334058.99,Ficção
2013,A Guerra dos Botões,337.0,2112.0,Ficção
2013,A hora mais escura,205909.0,2707452.2,Ficção
2013,A Hospedeira,482104.0,5126471.25,Ficção
2013,A luz do Tom,8831.0,94502.95,Documentário
2013,A memória que me contam,6204.0,68729.35,Ficção
2013,A morte do demônio,355605.0,4073355.5,Ficção
2013,A Música Nunca Parou,316.0,3666.13,Ficção
2013,A Nave - Uma Viagem com a Jazz Sinfônica de São Paulo,365.0,1104.0,Documentário
2013,A negociação,69005.0,903938.44,Ficção
2013,A Origem dos Guardiões,105997.0,887652.0,Animação
2013,A parte dos anjos,24861.0,302179.18,Ficção
2013,A pele que habito,87.0,516.0,Ficção
2013,A Primeira Coisa Bela,319.0,2941.0,Ficção
2013,A profecia dos sapos,40.0,200.0,Animação
2013,A Rebelião,78.0,855.0,Ficção
2013,A religiosa,8770.0,98647.09,Ficção
2013,A saga Crepúsculo: Amanhecer – Parte 2 O final,142763.0,1328188.94,Ficção
2013,A Separação,25.0,132.0,Ficção
2013,A Sombra do Inimigo,18540.0,258482.9,Ficção
2013,A sorte em suas mãos,24968.0,315067.12,Ficção
2013,A Viagem,836123.0,9632084.29,Ficção
2013,A Vida de Outra Mulher,3989.0,41095.14,Ficção
2013,A Vida dos Peixes,269.0,3014.5,Ficção
2013,A Vida Secreta de Walter Mitty,503118.0,6258857.0,Ficção
2013,A Visitante Francesa,23030.0,286048.19,Ficção
2013,A voz adormecida,3836.0,48011.27,Ficção
2013,A árvore do amor,101.0,882.0,Ficção
2013,A Última Casa da Rua,1712.0,11178.5,Ficção
2013,A Última Estação (2013),1847.0,20991.45,Ficção
2013,Aconteceu em Saint-Tropez,18456.0,230148.0,Ficção
2013,Adeus Berthe: O Enterro da Vovó,2819.0,32668.5,Ficção
2013,"Adeus, minha rainha",24166.0,270838.89,Ficção
2013,"Adeus, Primeiro Amor",134.0,1086.0,Ficção
2013,Albert Nobbs,27.0,135.0,Ficção
2013,Almas silenciosas,1781.0,10593.4,Ficção
2013,Alvo duplo,77120.0,822807.34,Ficção
2013,Além da escuridão - Star Trek,803146.0,11500353.0,Ficção
2013,Além da Fronteira,4419.0,57827.82,Ficção
2013,Além da Liberdade,95.0,936.0,Ficção
2013,Além das Montanhas,13320.0,148751.0,Ficção
2013,Além do arco-íris,10596.0,114889.99,Ficção
2013,Amanhecer violento,89261.0,909190.2,Ficção
2013,Amazônia Desconhecida,67.0,425.0,Documentário
2013,Amigos inseparáveis,38993.0,479275.5,Ficção
2013,Amor,223831.0,2653033.58,Ficção
2013,Amor Bandido,13762.0,185869.11,Ficção
2013,Amor em Trânsito,1146.0,10393.3,Ficção
2013,Amor Pleno,55359.0,750624.76,Ficção
2013,Amor profundo,21870.0,313141.9,Ficção
2013,Amor é tudo o que você precisa,91487.0,1103546.45,Ficção
2013,Amorosa Soledad,6307.0,85500.0,Ficção
2013,América – Uma história portuguesa,307.0,3422.0,Ficção
2013,Angie,9115.0,99349.14,Ficção
2013,Animais unidos jamais serão vencidos,3.0,19.5,Animação
2013,Anita e Garibaldi,942.0,10729.24,Ficção
2013,Anna Karenina,158855.0,2185675.0,Ficção
2013,Anos incríveis,5061.0,63318.56,Ficção
2013,Antes da meia noite,110211.0,1505418.19,Ficção
2013,Apenas o Vento,6112.0,76745.45,Ficção
2013,Aposta máxima,208632.0,2658176.0,Ficção
2013,Argo,123889.0,1575090.0,Ficção
2013,Artigas - La redota,2318.0,22519.74,Ficção
2013,As aventuras de Pi,1202734.0,15845823.0,Ficção
2013,As Aventuras de Tadeo,601615.0,7590473.0,Animação
2013,As Bem-armadas,733824.0,7847433.0,Ficção
2013,As Hiper Mulheres,799.0,7791.5,Documentário
2013,As Neves do Kilimanjaro,98.0,714.0,Ficção
2013,As Palavras,931.0,7363.0,Ficção
2013,As quatro voltas,3274.0,33680.74,Ficção
2013,As sessões,31585.0,354462.0,Ficção
2013,As vantagens de ser invisível,8819.0,63475.53,Ficção
2013,Atividade paranormal 4,1294.0,9518.0,Ficção
2013,Atrás da porta,12007.0,120210.05,Ficção
2013,Até que a Sorte nos Separe,4042.0,21890.0,Ficção
2013,Até que a Sorte nos Separe 2,1047498.0,12151888.94,Ficção
2013,Augustine,28903.0,371159.4,Ficção
2013,Aviões,1204441.0,14279945.0,Animação
2013,Azul Profundo,51.0,310.0,Ficção
2013,Azul é a Cor Mais Quente,68416.0,849816.32,Ficção
2013,Barbara,36873.0,424052.23,Ficção
2013,Bastardos,11006.0,150623.45,Ficção
2013,Beaufort,64.0,463.0,Ficção
2013,Bem Amadas,541.0,4510.51,Ficção
2013,Biblioteca pascal,2573.0,27616.03,Ficção
2013,Bling Ring - A gangue de Hollywood,100954.0,1354585.74,Ficção
2013,Blue Jasmine,338577.0,4945341.0,Ficção
2013,"Boa sorte, meu amor",4032.0,31674.35,Ficção
2013,Boca,12.0,60.0,Ficção
2013,"Bonitinha, mas ordinária",13997.0,139529.27,Ficção
2013,Bons de Bico,940046.0,10627582.3,Animação
2013,Branca de Neve,13649.0,183811.11,Ficção
2013,Brichos II - A floresta é nossa,8600.0,62408.52,Animação
2013,Bullying,29.0,276.0,Documentário
2013,Cabra Marcado para Morrer,518.0,3361.27,Documentário
2013,Caleuche - O Chamado do Mar,497.0,6528.0,Ficção
2013,"Camille Claudel, 1915",18766.0,223064.68,Ficção
2013,Camille outra vez,13792.0,167472.21,Ficção
2013,Caminho para o nada,20.0,120.0,Ficção
2013,Capitão Phillips,577592.0,7716721.25,Ficção
2013,Cara ou coroa,129.0,1057.2,Ficção
2013,Carreras,16908.0,76447.52,Ficção
2013,"Carrie, A Estranha",576286.0,6359403.75,Ficção
2013,Casa da mãe Joana 2,152596.0,1599981.15,Ficção
2013,Caverna dos sonhos esquecidos,27428.0,247291.49,Documentário
2013,Caça aos Gângsteres,187072.0,2047478.0,Ficção
2013,Celeste e Jesse para Sempre,2691.0,20088.68,Ficção
2013,Chamada a cobrar,527.0,6479.84,Ficção
2013,Chamada de emergência,101358.0,1265186.62,Ficção
