Ano de exibição,Título da obra,Público no ano de exibição,Renda (R$) no ano de exibição,Gênero
2017,Galeria F,569.0,5379.03,Documentário
2017,Gatos,17874.0,290200.54,Documentário
2017,Glory,5374.0,69341.18,Ficção
2017,Gosto se discute,169485.0,2400978.15,Ficção
2017,"Gostosas, Lindas e Sexies",85063.0,1189017.34,Ficção
2017,Gritos e Sussurros,1157.0,10982.5,Ficção
2017,Guardiões da Galáxia Vol. 2,4207641.0,67529482.0,Ficção
2017,Guerra do Paraguay,760.0,9609.12,Ficção
2017,Heartstone,1468.0,11081.55,Ficção
2017,Hector,26.0,135.0,Ficção
2017,Heli,26.0,190.0,Ficção
2017,Hiroshima Meu Amor,6265.0,73603.42,Ficção
2017,Historietas Assombradas - O Filme,34806.0,473895.76,Animação
2017,História Antes de uma História,84.0,695.5,Animação
2017,Histórias de Amor que Não Pertencem a Este Mundo,14041.0,199718.24,Ficção
2017,Homem Comum,242.0,1210.83,Documentário
2017,Homem Irracional,77.0,1584.27,Ficção
2017,Homem-Aranha: De Volta ao Lar,6686736.0,102726271.29,Ficção
2017,Horizonte Profundo: Desastre no Golfo,624.0,5346.0,Ficção
2017,Human flow - Não existe lar se não há para onde ir,3841.0,63353.05,Documentário
2017,Humano - Uma viagem Pela Vida,94.0,940.0,Documentário
2017,Ida,22.0,214.0,Ficção
2017,Imprevistos de uma noite em Paris,7350.0,100846.29,Ficção
2017,Incompreendida,152.0,1345.0,Ficção
2017,Indignação,45.0,403.0,Ficção
2017,Inseparáveis,5237.0,92690.79,Ficção
2017,Insubordinados,7.0,50.0,Ficção
2017,Insubstituível,25720.0,361769.51,Ficção
2017,Internet - O Filme,380166.0,4915838.38,Ficção
2017,Intolerância.doc,236.0,3779.59,Documentário
2017,Introdução à Música do Sangue,634.0,6574.2,Ficção
2017,Inumanos,4906.0,99878.0,Ficção
2017,Invasão Zumbi,121450.0,1672075.39,Ficção
2017,Invisível,9488.0,79774.53,Ficção
2017,Irmã,75.0,632.0,Ficção
2017,It: A coisa,4414235.0,61909031.0,Ficção
2017,Jack Reacher: Sem Retorno,1921.0,32057.0,Ficção
2017,Jackie (2017),85655.0,1579654.56,Ficção
2017,Janis - Little Girl Blue,57.0,563.24,Documentário
2017,Jauja,56.0,560.0,Ficção
2017,Jesus - A Esperança,2180.0,23575.07,Ficção
2017,Joaquim,19635.0,276482.19,Ficção
2017,Jogos Mortais: Jigsaw,635145.0,8627964.92,Ficção
2017,John From,446.0,4149.0,Ficção
2017,John Wick – Um Novo Dia para Matar,552133.0,7749961.63,Ficção
2017,Jonas e o Circo sem Lona,2524.0,17391.22,Documentário
2017,Jovem Mulher,2745.0,41244.05,Ficção
2017,"Jovens, Loucos e Mais Rebeldes",41.0,329.0,Ficção
2017,"João, o maestro",87517.0,1515200.75,Ficção
2017,Julho Agosto,4405.0,59934.79,Ficção
2017,Jumanji: Bem-Vindo à Selva,465225.0,7117355.0,Ficção
2017,Kiki: Os Segredos do Desejo,17939.0,287552.96,Ficção
2017,Kingsman: O Círculo Dourado,1016303.0,16338502.0,Ficção
2017,Kiriku: Os Homens e as Mulheres,16.0,99.58,Animação
2017,Kong - A Ilha da Caveira,1902480.0,29408965.0,Ficção
2017,Kóblic,351.0,3463.85,Ficção
2017,La La Land – Cantando estações,1398364.0,23780093.44,Ficção
2017,La Vingança,5219.0,83403.52,Ficção
2017,Lady Macbeth,28641.0,471557.61,Ficção
2017,Lamparina da Aurora,2049.0,14987.6,Ficção
2017,Las acacias,23.0,44.0,Ficção
2017,Laura,43.0,232.0,Documentário
2017,Lego Batman,1336388.0,19841259.0,Animação
2017,Lego Ninjago - O Filme,335204.0,4898201.0,Animação
2017,Liga da Justiça,8442364.0,132575577.0,Ficção
2017,Lino - Uma Aventura de Sete Vidas,314242.0,4343921.0,Animação
2017,Lion - Uma Jornada para Casa,209164.0,3744553.05,Ficção
2017,Logan,6400985.0,91260487.0,Ficção
2017,Logan Lucky - Roubo em Família,17443.0,363701.47,Ficção
2017,Lola Pater,9017.0,128577.17,Ficção
2017,Lou,78.0,1228.86,Ficção
2017,Loucas de alegria,253.0,1902.95,Ficção
2017,Love,193.0,2526.84,Ficção
2017,Love Film Festival,2473.0,32609.6,Ficção
2017,Lua em Sagitário,145.0,875.0,Ficção
2017,Lucky,7463.0,110146.87,Ficção
2017,Lumière! A Aventura Começa,4133.0,59809.53,Documentário
2017,"Lygia, uma Escritora Brasileira",784.0,11842.49,Documentário
2017,Macaco Tião - O Candidato do Povo,76.0,850.8,Documentário
2017,Magia ao Luar,115.0,2151.49,Ficção
2017,Mais do que eu possa me reconhecer,215.0,2488.98,Documentário
2017,Malasartes e o duelo com a morte,114382.0,1540238.22,Ficção
2017,Mamma Roma,26.0,206.5,Ficção
2017,Manchester à beira-mar,105201.0,1860003.45,Ficção
2017,Manifesto,15337.0,238534.84,Ficção
2017,Mar Inquieto,189.0,2708.8,Ficção
2017,Maresia,55.0,681.0,Ficção
2017,Marguerite & Julien - um amor proibido,2074.0,24883.96,Ficção
2017,Maria - Não esqueça que eu venho dos trópicos,913.0,12010.45,Documentário
2017,Marias,3.0,27.0,Documentário
2017,Mark Felt - O homem que derrubou a Casa Branca,32028.0,695557.09,Ficção
2017,Martírio,6396.0,48396.18,Documentário
2017,Masha e o Urso,6462.0,59746.4,Animação
2017,Mate-me por favor,48.0,485.0,Ficção
2017,Max Steel,51289.0,676160.06,Ficção
2017,Me Chame Pelo Seu Nome,1496.0,15267.0,Ficção
2017,Melhores Amigos,6461.0,95128.2,Ficção
2017,Memória em Verde e Rosa,408.0,6105.91,Documentário
2017,Mercuriales,164.0,2160.0,Ficção
2017,Meu Corpo é Político,2256.0,19460.42,Documentário
2017,Meu Malvado Favorito 3,8989024.0,125923345.0,Animação
2017,Meus 15 Anos,742137.0,8985791.9,Ficção
2017,Mimosas,405.0,4967.0,Ficção
2017,Minha Mãe é uma Peça 2,5213465.0,73713230.92,Ficção
2017,Minha Vida de Abobrinha,2185.0,30759.52,Animação
2017,Missão cegonha,70119.0,949293.15,Animação
2017,Mistério na Costa Chanel,2931.0,32077.18,Ficção
2017,Moana - Um Mar de Aventuras,5147838.0,71598597.0,Animação
2017,Monsieur & Madame Adelman,94923.0,1562944.24,Ficção
2017,Monster Trucks,340868.0,4555756.0,Ficção
2017,Moonlight - Sob a Luz do Luar,340507.0,5906274.57,Ficção
2017,Morangos Silvestres,521.0,4561.0,Ficção
2017,Morro do Céu,7.0,50.0,Documentário
2017,Much Loved,67.0,591.5,Ficção
2017,Muito Romântico,1327.0,8875.72,Ficção
2017,Mulher do Pai,6396.0,76898.28,Ficção
2017,Mulheres Divinas,6079.0,87133.81,Ficção
2017,Mulheres do século 20,13195.0,223849.44,Ficção
2017,Mulher-Maravilha,7011338.0,109894366.0,Ficção
2017,Mulholland Drive - Cidade dos Sonhos,5008.0,60615.03,Ficção
2017,Mundos Opostos,18.0,151.5,Ficção
2017,My Little Pony - O Filme,134406.0,1794668.19,Animação
2017,Mãe só há uma,185.0,1383.0,Ficção
2017,mãe!,519678.0,8306049.0,Ficção
2017,Más Notícias para o Sr. Mars,5811.0,88368.78,Ficção
2017,Na mira do atirador,33365.0,561748.54,Ficção
2017,Na Praia à Noite Sozinha,4328.0,48679.68,Ficção
2017,Na Ventania,39.0,346.0,Ficção
2017,Na Vertical,3686.0,41349.77,Ficção
2017,Nas Estradas do Nepal,2159.0,24522.58,Ficção
2017,Nascida de Novo,1389.0,17148.0,Ficção
2017,Negação,17580.0,300941.8,Ficção
2017,Neruda (2016),14621.0,209127.36,Ficção
2017,Neve Negra,88155.0,1611137.28,Ficção
2017,Nick Cave - 20.000 Dias na Terra,36.0,324.0,Documentário
2017,Ninguém deseja a noite,976.0,9424.5,Ficção
2017,"Ninguém entra, ninguém sai",195992.0,2648634.69,Ficção
2017,Ninguém Está Olhando,7295.0,103844.8,Ficção
2017,Nise - O Coração da Loucura,229.0,2268.6,Ficção
2017,No Intenso Agora,15958.0,236324.04,Documentário
2017,No lugar errado,1.0,5.85,Ficção
2017,No Mundo da Lua,95.0,1131.0,Animação
2017,Noite de Verão em Barcelona,213.0,1920.5,Ficção
2017,"Nojoom, 10 anos, Divorciada",2589.0,32399.41,Ficção
2017,Norman - Confie em mim,55083.0,1112097.22,Ficção
2017,Nos Passos do Mestre,146.0,962.0,Documentário
2017,Nosferatu - O Vampiro da Noite,57.0,434.0,Ficção
2017,Nove crônicas para um coração aos berros,21.0,134.0,Ficção
2017,Nunca me sonharam,2827.0,34808.92,Documentário
2017,Não devore meu coração,7909.0,107952.14,Ficção
2017,Nós duas descendo a escada,97.0,590.0,Ficção
2017,O acampamento,2154.0,32296.35,Ficção
2017,O advogado,114.0,2127.64,Ficção
2017,O Amor no Divã,76.0,590.0,Ficção
2017,O Apartamento,45527.0,619498.95,Ficção
2017,O assassino – O primeiro alvo,168344.0,2327541.2,Ficção
2017,O Botão de Pérola,627.0,7421.0,Documentário
2017,O castelo de vidro,25997.0,499004.1,Ficção
2017,O Chamado 3,1535871.0,21147560.0,Ficção
2017,O Cheiro da Gente,38.0,318.0,Ficção
2017,O Cidadão Ilustre,82130.0,1312961.06,Ficção
2017,O Clube,23.0,277.5,Ficção
2017,O Crime da Gávea,760.0,13605.85,Ficção
2017,O Círculo,469262.0,8317518.38,Ficção
2017,O Deserto do Deserto,488.0,6554.13,Documentário
2017,O Destino de uma Nação,86.0,1200.0,Ficção
2017,O Dia do Atentado,64504.0,1203700.89,Ficção
2017,O dia mais feliz da vida de Olli Mäki,2059.0,25473.41,Ficção
2017,O Espaço entre Nós,43875.0,590386.83,Ficção
2017,O Estado das Coisas,38939.0,775564.11,Ficção
2017,O estranho caso de Angélica,84.0,763.0,Ficção
2017,O estranho que nós amamos,100570.0,1803264.0,Ficção
2017,O Fantasma da Sicília,6918.0,106354.18,Ficção
2017,O Fantasma do Futuro,4017.0,73990.99,Animação
2017,O Filho de Joseph,7445.0,102475.41,Ficção
2017,O Filho de Saul,46.0,632.0,Ficção
2017,O Filho Eterno,213.0,1960.5,Ficção
2017,O filme da minha vida,295753.0,4464615.44,Ficção
2017,O Formidável,20621.0,307898.61,Ficção
2017,O Futebol,27.0,222.5,Documentário
2017,O futuro,30.0,296.5,Ficção
2017,O futuro perfeito,6284.0,85694.66,Ficção
2017,O Garoto Fantasma,191.0,2711.04,Animação
2017,O Grande Dia,2813.0,43853.66,Documentário
2017,O Homem Que Caiu Na Terra,4618.0,51322.0,Ficção
2017,O homem que matou John Wayne,275.0,3939.78,Documentário
2017,O jantar,19801.0,356609.48,Ficção
2017,O Jardim das Aflições,14840.0,272691.71,Documentário
2017,O Jovem Karl Marx,5291.0,96294.45,Ficção
2017,O Lamento,176.0,1209.0,Ficção
2017,O Lar das Crianças Peculiares,827.0,6924.0,Ficção
2017,O Melhor Professor da Minha Vida,21793.0,318126.21,Ficção
2017,O Mundo Fora do Lugar,5016.0,68180.35,Ficção
2017,O Nascimento de uma Nação,115.0,673.0,Ficção
2017,O Novato,1786.0,23707.19,Ficção
2017,O Ornitólogo,4453.0,30976.85,Ficção
2017,O Outro Lado da Esperança,15170.0,240372.21,Ficção
2017,O Pequeno Príncipe,319.0,1866.15,Animação
2017,O piano que conversa,810.0,9235.02,Documentário
2017,O poder e o impossível,17166.0,274572.42,Ficção
2017,O Poderoso Chefinho,3228749.0,46251571.0,Animação
2017,O Profeta das Águas,22.0,220.35,Documentário
2017,O que está por vir,11726.0,150859.59,Ficção
2017,O que eu fiz para merecer isso?,81.0,720.0,Ficção
2017,O que será de nozes 2,110380.0,1414345.05,Animação
2017,O que te faz mais forte,331.0,3624.87,Ficção
2017,O Rastro,87070.0,1182424.09,Ficção
2017,O reencontro,21239.0,281192.99,Ficção
2017,O Rei do Show,368161.0,5811759.0,Ficção
2017,O reino da beleza,2359.0,30415.98,Ficção
2017,O Reino Gelado 2,299.0,1749.15,Animação
2017,O Reino Gelado: Fogo e gelo,123738.0,1592618.73,Animação
2017,O sequestro,61105.0,833751.64,Ficção
2017,O Shaolin do Sertão,11.0,78.0,Ficção
2017,O Silêncio do Céu,106.0,683.5,Ficção
2017,O Sonho de Greta,2759.0,37639.48,Ficção
2017,O Sétimo Selo,659.0,5998.0,Ficção
2017,O Tesouro,59.0,375.94,Ficção
2017,O Valor de um Homem,160.0,1475.5,Ficção
2017,O Vendedor de Sonhos,31558.0,429733.0,Ficção
2017,O Ídolo,2643.0,34941.38,Ficção
2017,O Último Poema,40.0,170.0,Documentário
2017,Olhando para as estrelas,594.0,8672.0,Documentário
2017,Olhar Instigado,709.0,5850.5,Documentário
2017,On Yoga - Arquitetura da Paz,12964.0,227292.82,Documentário
2017,Os Anarquistas,22.0,188.5,Ficção
2017,Os Belos Dias de Aranjuez,16908.0,278643.05,Ficção
2017,Os Cavaleiros Brancos,77.0,656.5,Ficção
2017,Os Cowboys,2993.0,37377.59,Ficção
2017,Os golfinhos vão para o leste,496.0,5858.7,Ficção
2017,Os guardiões,58127.0,770722.7,Ficção
2017,Os meninos que enganavam nazistas,43788.0,780591.31,Ficção
2017,Os oito odiados,38.0,479.79,Ficção
2017,Os Parças,1362132.0,18409072.37,Ficção
2017,Os Penetras 2 - Quem dá mais?,401960.0,5594424.97,Ficção
2017,Os Pobres Diabos,4693.0,53406.35,Ficção
2017,Os Saltimbancos Trapalhões - Rumo a Hollywood,95129.0,1152692.37,Ficção
2017,Os Smurfs e a Vila Perdida,1464327.0,20896359.87,Animação
2017,Os Transgressores,161.0,2711.54,Documentário
2017,Pai em Dose Dupla 2,446461.0,6229879.0,Ficção
2017,Paixão Obsessiva,52676.0,857309.0,Ficção
2017,"Papa Francisco, conquistando corações",7115.0,89549.82,Ficção
2017,Papéis ao Vento,8.0,108.0,Ficção
2017,Para além da curva da estrada,17.0,240.0,Documentário
2017,Para Minha Amada Morta,11.0,66.5,Ficção
2017,Para ter onde ir,22.0,195.0,Ficção
2017,Paraíso (2017),6296.0,80891.16,Ficção
2017,Paris pode esperar,119297.0,2285989.37,Ficção
2017,Paro quando quero,2625.0,45729.85,Ficção
2017,Passageiros (2017),1244060.0,21462677.08,Ficção
2017,Paterson,48652.0,788393.53,Ficção
2017,Patrulha Canina,9031.0,172693.42,Animação
2017,Patti Cake$,451.0,6700.2,Ficção
2017,Pearl Jam - Let’s Play Two,2498.0,61112.5,Videomusical
2017,"Pedro Osmar, prá liberdade que se conquista",160.0,1650.29,Documentário
2017,Pelé: O nascimento de uma lenda,2794.0,47110.83,Ficção
2017,Pendular,7735.0,93723.56,Ficção
2017,Peppa Pig - As Botas de Ouro e Outras Histórias,40.0,390.0,Animação
2017,Pequena Grande Vida,801.0,9303.0,Ficção
2017,Pequeno Segredo,40.0,421.04,Ficção
2017,Perdido em Marte,100.0,585.0,Ficção
2017,Perdidos em Paris,48811.0,720478.93,Ficção
2017,Perfeita é a mãe 2,38920.0,528209.53,Ficção
2017,Personal Shopper,14788.0,210697.7,Ficção
2017,Pica-Pau,1617414.0,20967462.0,Animação
2017,Piratas do Caribe – A Vingança de Salazar,3659613.0,55008892.0,Ficção
2017,Pitanga,4603.0,70725.28,Documentário
2017,Planeta dos macacos: A guerra,2694893.0,42994417.54,Ficção
2017,Poesia sem Fim,12716.0,210458.89,Ficção
2017,Pokémon O Filme: Eu Escolho Você!,43813.0,716260.14,Animação
2017,Polícia Federal - A lei é para todos,1360480.0,21553004.35,Ficção
2017,Por Que Vivemos,8602.0,100088.78,Animação
2017,Por Trás do Céu,1471.0,18569.03,Ficção
2017,Por um Punhado de Dólares - Os Novos Emigrados,259.0,3188.0,Documentário
2017,Power Rangers,1240526.0,15866589.2,Ficção
2017,Praia do Futuro,64.0,604.0,Ficção
2017,Procurando Dory,246.0,1595.0,Animação
2017,Professor Marston e as Mulheres-Maravilhas,4284.0,72535.23,Ficção
2017,Punhos de Sangue,3321.0,72536.75,Ficção
2017,Pássaro Branco na Nevasca,55.0,455.0,Ficção
2017,Quando o dia chegar,117.0,998.0,Ficção
2017,Quando o galo cantar pela terceira vez renegarás tua mãe,139.0,1865.0,Ficção
2017,Quatro Vidas de um Cachorro,512313.0,6858195.0,Ficção
2017,Quem você quer ser nessa história,89.0,986.12,Documentário
2017,Quem é Primavera das Neves,959.0,11635.26,Documentário
2017,Rainha de Katwe,259.0,2404.0,Ficção
2017,Rammstein: Paris,897.0,25508.0,Videomusical
2017,Real - O Plano por Trás da História,46968.0,792144.36,Ficção
2017,Redemoinho,11615.0,137518.8,Ficção
2017,Rei Arthur: A Lenda da Espada,952586.0,15523013.0,Ficção
2017,Relatos Selvagens,1431.0,20477.0,Ficção
2017,Reset,1417.0,22777.63,Documentário
2017,Resident Evil 6 - O Capítulo Final,1214555.0,18924216.2,Ficção
2017,Ressurreição,193.0,1129.05,Ficção
2017,Rifle,2031.0,14593.37,Ficção
2017,Rock Dog - No Faro do Sucesso,107366.0,1448803.8,Animação
2017,Rock'n roll - Por Trás da Fama,4097.0,60225.81,Ficção
2017,Roda Gigante,63168.0,1223418.08,Ficção
2017,Rodin,14915.0,227538.42,Ficção
2017,Rogue One: Uma História Star Wars,252349.0,4465703.0,Ficção
2017,Romance à Francesa,434.0,3768.0,Ficção
2017,"Rosemberg - Cinema, Colagem e Afetos",160.0,2386.06,Documentário
2017,Rúcula com tomate seco,401.0,3680.01,Ficção
2017,Saint amour - na rota do vinho,8423.0,117342.0,Ficção
2017,Sangue do meu Sangue,345.0,3457.0,Ficção
2017,Santo Amaro era skatista,33.0,132.0,Documentário
2017,Sem Amor,283.0,3834.0,Ficção
2017,Sepultura Endurance,2511.0,38988.82,Documentário
2017,Sete Minutos Depois da Meia-noite,18619.0,312880.81,Ficção
2017,Shivá – Uma semana e um dia,3901.0,63281.66,Ficção
2017,Sieranevada,1749.0,18672.98,Ficção
2017,Silêncio,70623.0,1215633.58,Ficção
2017,Silêncio no Estúdio,286.0,3240.86,Documentário
2017,"Sinais de Cinza, A Peleja de Olney Contra o Dragão da Maldade",178.0,1486.0,Documentário
2017,Sinfonia da Necrópole,52.0,254.24,Ficção
2017,Sing - Quem canta seus males espanta,716894.0,9188871.0,Animação
2017,Slipknot: Day of the Gusano,778.0,15619.7,Videomusical
2017,Snowden - Herói ou Traidor,1162.0,21435.0,Ficção
2017,Sobre Viagens e Amores,4657.0,64986.11,Ficção
2017,Sono mortal,9008.0,92933.49,Ficção
2017,Soundtrack,13142.0,225513.5,Ficção
2017,Souvenir,6032.0,79569.88,Ficção
2017,Star Wars: Os Últimos Jedi,3155131.0,56501850.0,Ficção
2017,"Stefan Zweig - Adeus, Europa",11288.0,170291.18,Ficção
2017,Stonewall – Onde o orgulho começou,15.0,144.0,Ficção
2017,Suburbicon: Bem-vindos ao Paraíso,26517.0,463565.23,Ficção
2017,Sully: O Herói do Rio Hudson,37839.0,853897.0,Ficção
2017,São Paulo em Hi-Fi,158.0,973.5,Documentário
2017,T2: Trainspotting,49801.0,888761.29,Ficção
2017,Taego Ãwa,1649.0,9682.58,Documentário
2017,"Tal mãe, tal filha",12938.0,200138.3,Ficção
2017,Tangerine,14.0,115.5,Ficção
2017,Taxi Driver,1373.0,13636.0,Ficção
2017,Tempestade: Planeta em fúria,908175.0,14425207.0,Ficção
2017,Teresinha,26.0,431.0,Documentário
2017,Terra Selvagem,38697.0,758590.69,Ficção
2017,The Beatles - Eight Days a Week - The Touring Years,13050.0,318057.76,Documentário
2017,The Square - A Arte da Discórdia,1712.0,28692.01,Ficção
2017,Thelma,6256.0,89717.39,Ficção
2017,Thomas e seus Amigos: Viagem ao Desconhecido,874.0,8381.88,Animação
2017,Thor: Ragnarok,6359663.0,99761710.0,Ficção
2017,Tigre Branco,110.0,1666.0,Ficção
2017,Tinha que ser ele?,43539.0,614993.0,Ficção
2017,Titanic 3D,9925.0,69406.0,Ficção
2017,"TOC - Transtornada, Obsessiva, Compulsiva",241184.0,3347154.19,Ficção
2017,Todas as cores da noite,706.0,6439.0,Ficção
2017,Todas as Manhãs do Mundo,10754.0,103195.0,Documentário
2017,Todas as Meninas Reunidas Vamos Lá,296.0,4489.48,Documentário
2017,Todos,93.0,665.0,Documentário
2017,Toni Erdmann,21574.0,337767.78,Ficção
2017,Toro,14.0,71.0,Ficção
2017,Tour de France,7873.0,106378.97,Ficção
2017,Transformers: O Último Cavaleiro,2858033.0,43020356.0,Ficção
2017,Travessia,4590.0,60574.27,Ficção
2017,Trolls,4008.0,27198.0,Animação
2017,Truman,94.0,834.0,Ficção
2017,Tudo e Todas as Coisas,123824.0,1721557.0,Ficção
2017,Tudo é Projeto,530.0,8580.1,Documentário
2017,Um Casamento,424.0,4385.09,Documentário
2017,Um Estado de Liberdade,134.0,1111.5,Ficção
2017,Um Filme de Cinema,4132.0,42087.63,Documentário
2017,Um Homem Chamado Ove,13401.0,184044.94,Ficção
2017,Um Homem de Família,19821.0,404918.97,Ficção
2017,Um Instante de Amor,34731.0,486660.88,Ficção
2017,Um Limite entre Nós,83641.0,1555695.0,Ficção
2017,Um lugar ao sol,37.0,251.75,Documentário
2017,Um Perfil para Dois,26889.0,437925.4,Ficção
2017,Um Tio Quase Perfeito,559584.0,7728436.39,Ficção
2017,Uma Dama de Óculos Escuros com uma Arma no Carro,2055.0,27096.74,Ficção
2017,Uma Família de Dois,94158.0,1604103.62,Ficção
2017,Uma família feliz,148635.0,2057146.75,Animação
2017,Uma Mulher Fantástica,27117.0,397373.39,Ficção
2017,Uma razão para recomeçar,10676.0,138801.48,Ficção
2017,Uma razão para viver,33906.0,614650.71,Ficção
2017,Uma verdade mais inconveniente,2844.0,59229.0,Documentário
2017,Una,10492.0,159850.07,Ficção
2017,Unicórnio,566.0,6341.44,Ficção
2017,Vale da Luta,162.0,1918.0,Ficção
2017,Valerian e a cidade dos mil planetas,488270.0,7677512.49,Ficção
2017,Variações de Casanova,3261.0,49584.85,Ficção
2017,Vazante,9420.0,138477.67,Ficção
2017,Velozes e Furiosos 8,8505215.0,133423662.0,Ficção
2017,Vermelho Russo,7773.0,119793.85,Ficção
2017,Versões de um Crime,47324.0,724854.1,Ficção
2017,Verão 1993,8831.0,131380.66,Ficção
2017,Vic+Flo Viram um Urso,18.0,172.0,Ficção
2017,Victoria e Abdul - O Confidente da Rainha,106701.0,2135329.0,Ficção
2017,Vida,310730.0,5332738.94,Ficção
2017,Visita ou Memórias e Confissões,73.0,498.0,Documentário
2017,Viva,263.0,2205.0,Ficção
2017,Viva o cinema !,83.0,912.96,Documentário
2017,Waiting for B.,1605.0,9429.14,Documentário
2017,White God,93.0,766.0,Ficção
2017,Xingu Cariri Caruaru Carioca,271.0,3288.15,Documentário
2017,X-Men - Apocalipse,160.0,2262.0,Ficção
2017,xXx: Reativado,1298025.0,19757403.0,Ficção
2017,Yorimatã,37.0,210.0,Documentário
2017,Yvone Kane,162.0,2424.19,Ficção
2017,Z - A Cidade Perdida,36886.0,603430.14,Ficção
2017,Zama,1506.0,12645.57,Ficção
2017,Zarafa,22.0,160.51,Animação
2017,Zootopia: Essa Cidade é o Bicho,234.0,3153.0,Animação
2017,É apenas o fim do mundo,618.0,7926.5,Ficção
2017,É fada!,40.0,390.0,Ficção
2017,Éden,571.0,8055.72,Ficção
2017,Últimos dias em Havana,17015.0,240630.49,Ficção
2016,007 Contra Spectre,2113.0,35064.96,Ficção
2016,12 Horas para Sobreviver: O Ano da Eleição,38954.0,539208.52,Ficção
2016,13 Horas: Os soldados Secretos de Benghazi,72230.0,1097768.0,Ficção
2016,13 Minutos,14798.0,214551.32,Ficção
2016,18 comidas,185.0,1269.0,Ficção
2016,1976 - O Ano da Invasão Corinthiana,5944.0,53428.52,Documentário
2016,2001: Uma Odisséia no Espaço,1430.0,15108.0,Ficção
2016,45 Anos,5649.0,68637.04,Ficção
2016,5x Chico - O Velho e Sua Gente,8.0,80.0,Documentário
2016,8 ½,3177.0,42990.41,Ficção
2016,82 minutos,159.0,2642.19,Documentário
2016,A 5ª Onda,1729177.0,23254843.4,Ficção
2016,A Academia das Musas,3498.0,48473.03,Ficção
2016,A Assassina,14538.0,218182.06,Ficção
2016,A Bela e a Fera 3D,8394.0,84967.0,Animação
2016,A bela que dorme,59.0,456.0,Ficção
2016,A Bruta Flor do Querer,2929.0,34047.56,Ficção
2016,A Bruxa,690836.0,9354105.49,Ficção
2016,A casa de Cecília,31.0,120.0,Ficção
2016,A Chegada,556701.0,9120722.58,Ficção
2016,A comunidade,20134.0,302216.97,Ficção
2016,A Conexão Francesa,18650.0,313932.76,Ficção
2016,A Corte,6978.0,99033.32,Ficção
2016,A criada,38.0,336.0,Ficção
2016,A criada (2017),63.0,976.22,Ficção
2016,A Dama e o Vagabundo,1956.0,18843.0,Animação
2016,A Despedida (2016),1641.0,23196.64,Ficção
2016,A Doce Vida,127.0,900.0,Ficção
2016,A Economia do Amor,8265.0,129323.96,Ficção
2016,A Era do Gelo: O Big Bang,5260450.0,71247341.0,Animação
2016,A escolha,69074.0,985848.53,Ficção
2016,A Espera,31.0,443.76,Ficção
2016,A Espiã que Sabia de Menos,361.0,2584.0,Ficção
2016,A Floresta de Jonathas,47.0,350.0,Ficção
2016,A frente fria que a chuva traz,1695.0,26153.93,Ficção
2016,A Gangue,83.0,774.0,Ficção
2016,A Garota de Fogo,4335.0,60301.99,Ficção
2016,A Garota Dinamarquesa,387241.0,6356572.27,Ficção
2016,A Garota do Livro,16896.0,295918.89,Ficção
2016,A Garota no Trem,685138.0,10663993.01,Ficção
2016,A grande aposta,512151.0,8819476.0,Ficção
2016,A Ilha do Milharal,682.0,7758.66,Ficção
2016,A Incrível Jornada de Jacqueline,9801.0,144598.22,Ficção
2016,A Intrometida,24682.0,424774.69,Ficção
2016,A Juventude,60684.0,940316.86,Ficção
2016,A Lenda de Tarzan,2288390.0,35532600.0,Ficção
2016,A Linguagem do Coração,6273.0,91186.34,Ficção
2016,A Lição,10.0,66.0,Ficção
2016,A Loucura entre Nós,5141.0,64085.11,Documentário
2016,A Luneta do Tempo,7319.0,79789.0,Ficção
2016,A Luta do Século,116.0,1245.75,Documentário
2016,A Luz entre Oceanos,54903.0,904662.37,Ficção
2016,A Maldição da Floresta,91775.0,1262429.32,Ficção
2016,A Mansão Mágica,248.0,967.2,Animação
2016,A marcha,207.0,1627.9,Ficção
2016,A Menina dos Campos de Arroz,162.0,1272.0,Ficção
2016,A Morte de J.P. Cuenca,339.0,3547.1,Ficção
2016,A Morte de Luís XIV,12.0,190.17,Ficção
2016,A Nona Vida de Louis Drax,9364.0,172828.25,Ficção
2016,A Odisseia de Alice,4149.0,58689.92,Ficção
2016,A Ovelha Negra,8029.0,118349.08,Ficção
2016,A Passageira,3676.0,46599.87,Ficção
2016,A pequena morte,1569.0,23642.63,Ficção
2016,A Pintura de Gerhard Richter,688.0,9235.88,Documentário
2016,A Princesa e o Sapo,1507.0,14185.0,Animação
2016,A segunda esposa,8874.0,108940.55,Ficção
2016,A Senhora da Van,42967.0,689168.74,Ficção
2016,A Separação,73.0,504.0,Ficção
2016,A Série Divergente - Insurgente,2.0,20.0,Ficção
2016,A série Divergente: Convergente,2016949.0,26293035.29,Ficção
2016,A Tartaruga Vermelha,789.0,4861.0,Animação
2016,A terra e a sombra,1228.0,8483.6,Ficção
2016,A Travessia,25.0,189.0,Ficção
2016,A Três Vamos Lá,2134.0,33274.51,Ficção
2016,A Viagem de Meu Pai,18759.0,239048.24,Ficção
2016,A vingança está na moda,33013.0,572655.51,Ficção
2016,A Visita,208.0,1435.0,Ficção
2016,A Visitante Francesa,86.0,790.0,Ficção
2016,A Vizinhança do Tigre,1959.0,16904.19,Ficção
2016,A Última Lição,2812.0,34696.08,Ficção
2016,A Última Premonição,74108.0,1006575.52,Ficção
